text,created_at,id_str,retweet_count,favorite_count,in_reply_to_screen_name,geo,source,language,followers_count,id,name_at_tweet_time,screen_name,user_location,user_created_at,search_term_group,search_term
'Separados Mas Nem Tanto': Comédia romântica com William Jackson Harper e Aya Cash estreia na HBO Max -… https://t.co/DINrXsrcYh,2021-10-23 10:32:09,1451858977252327438,0,5,,,cinepop,pt,55870,14500217,CinePOP,cinepop,São Paulo,Wed Apr 23 20:21:53 +0000 2008,hbomax,hbo max
"UM SEGREDO ALÉM DO JARDIM, chegou hoje ao HBO Max 😻

#HBOMax #HBOMaxBRASIL https://t.co/EUnkhoJTwu",2021-10-23 10:30:15,1451858500062171137,0,5,,,Twitter for Android,pt,122,3389479193,Yuri Felipe,yurirp4,"São Paulo, Brasil",Thu Jul 23 16:26:51 +0000 2015,hbomax,hbo max
'Cry Macho': Novo filme de Clint Eastwood já está disponível na HBO Max - https://t.co/q00rR4EVZr https://t.co/tuGfzC1yVo,2021-10-23 10:17:21,1451855253876379649,1,7,,,cinepop,pt,55870,14500217,CinePOP,cinepop,São Paulo,Wed Apr 23 20:21:53 +0000 2008,hbomax,hbo max
"@fagner_dourado @AguinaldoJr13 @skybrasil @ESPNBrasil @FoxSportsBrasil Globo sinal aberto, app HBO Max e app Estádio TNT Esportes.",2021-10-23 09:55:19,1451849708180328458,0,0,fagner_dourado,,Twitter for Android,pt,722,14963281,Marco A.,macfa,Brasil - São Paulo - SP,Sat May 31 14:05:33 +0000 2008,hbomax,hbo max
@TriploF Onde vende esses produtos da HBO Max? Já fiquei interessado em adquirir,2021-10-21 23:51:09,1451335278564712450,0,2,TriploF,,Twitter for Android,pt,122,3389479193,Yuri Felipe,yurirp4,"São Paulo, Brasil",Thu Jul 23 16:26:51 +0000 2015,hbomax,hbo max
"Acho que a HBO Max caiu, não consigo logar. Estou exausto, então considerando que nos próximos cinco dias estarei c… https://t.co/ajcOwoTi6U",2021-10-21 23:27:16,1451329268630294535,0,0,,,Twitter for Android,pt,5153,160952632,Dan Santana,olinadsantana,"São Paulo, SP",Tue Jun 29 15:27:35 +0000 2010,hbomax,hbo max
"hbo max coloque a opção de miniplayer por favor, eu amo desenhar vendo Friends, tô em abstinência",2021-10-21 23:26:04,1451328966091022338,0,0,,,Twitter for Android,pt,22,1410706235658280971,Bia,itsbiarts,"Sao Paulo, Brazil",Thu Jul 01 21:07:09 +0000 2021,hbomax,hbo max
tinha tanta cena boa do pico da neblina pra juntar aqui mas não da pra colocar por conta de direitos autorais e etc… https://t.co/MufCzotH9g,2021-10-21 23:19:52,1451327404828512268,0,0,dvddysgirl,,Twitter for iPhone,pt,617,48519467,jujubete 🌸,dvddysgirl,São Paulo,Thu Jun 18 22:44:54 +0000 2009,hbomax,hbo max
"""Família Soprano"" pode ganhar série derivada na HBO Max https://t.co/gmLevVpCGh",2021-10-21 22:02:57,1451308050384556038,0,0,,,Twitter Web App,pt,374,28838330,Marcel Plasse,p1a55e,São Paulo - BR,Sat Apr 04 18:01:03 +0000 2009,hbomax,hbo max
"@hbomaxbr_portal Ja acostumei com HBO Max, e soa melhor que Warner Max mkkkk",2021-10-21 22:00:51,1451307518307799058,0,0,hbomaxbr_portal,,Twitter for Android,pt,92,3111299379,Matheus | TioLu,TioLu640,"São Paulo, Brasil",Tue Mar 24 19:37:40 +0000 2015,hbomax,hbo max
@Kauralhos Fala sobre oque?? AAAA vi que tava na HBO max né?,2021-10-21 21:59:08,1451307086424461319,0,0,Kauralhos,,Twitter for iPhone,pt,217,1151709440,é kaique? ✨,kainnabis,"Sao Paulo, Brazil",Tue Feb 05 18:55:08 +0000 2013,hbomax,hbo max
Vivo oferece desconto de mais de 40% na assinatura do HBO Max para seus clientes https://t.co/U5sFnjTyCm,2021-10-21 21:42:04,1451302795173318661,1,2,,,IFTTT,pt,45107,122042593,TudoCelular,TudoCelular,São Paulo,Thu Mar 11 11:59:00 +0000 2010,hbomax,hbo max
"Qual compensa mais, Disney+ ou HBO MAX?",2021-10-21 21:39:41,1451302194033172483,0,0,,,Twitter for Android,pt,61,1383273646236475399,死者の帰還,UltimaStultoru,"São Paulo, Brasil",Sat Apr 17 04:18:42 +0000 2021,hbomax,hbo max
queria que uma alma caridosa me desse a senha do hbo max e do paramont😔😔,2021-10-21 20:50:20,1451289774833164293,0,1,,,Twitter Web App,pt,7,3987085215,rocha,arthuraugustos4,"São Paulo, Brasil",Sun Oct 18 13:06:46 +0000 2015,hbomax,hbo max
@Dc_da_depressao Sabe quando terá na HBO Max do Brasil ?,2021-10-21 20:49:17,1451289511820992518,0,0,Dc_da_depressao,,Twitter for iPhone,pt,96,52737611,Lucas  Pereira,lucascampana11,"São Paulo, Brasil",Wed Jul 01 14:21:11 +0000 2009,hbomax,hbo max
Família Soprano: #HBOMax pode produzir prelúdio da trama https://t.co/jLJwQvTUzl,2021-10-21 20:00:00,1451277106302767105,0,0,,,Twitter Web App,pt,77,1030538401823555584,Cenapop,cenapop,São Paulo,Fri Aug 17 19:34:36 +0000 2018,hbomax,hbo max
"@ninabrodri Nossa, sim! Quando eu vejo ""HBO Max"" eu já associo a um conteúdo Premium",2021-10-21 19:44:13,1451273135244840961,0,2,ninabrodri,,Twitter for Android,pt,407,994985263154827265,Pam e mini cã são muito gratas ♥️,pam___________,"São Paulo, Brésil",Fri May 11 16:59:07 +0000 2018,hbomax,hbo max
@demiboyvitor eu assisti no hbo max esse ano e gostei mas achei q era mais recente não fazia ideia que era 5 anos já,2021-10-21 19:31:26,1451269919925063681,0,0,demiboyvitor,,Twitter for Android,pt,1126,1018532039744634880,rua ⚣︎ | 📺 - S1: Young Justice,ruaruacosta,"São Paulo, Brasil",Sun Jul 15 16:25:36 +0000 2018,hbomax,hbo max
Leslie Grace confirmou que Batgirl será lançado em 2022 na HBO Max. https://t.co/QXbklZF8fo,2021-10-21 19:19:20,1451266874646347782,6,83,,,Twitter for Android,pt,17972,1387180389219946497,Batatinha Geek,BatatinhaGeek,São Paulo,Tue Apr 27 23:03:00 +0000 2021,hbomax,hbo max
"Hummmm, cheirinho de Oscar, ai gente melhor coisa que eu fiz foi trocar de streaming e começar com HBO Max 🥴 https://t.co/goCim1ddu0",2021-10-21 19:14:31,1451265661708218368,0,1,,,Twitter for iPhone,pt,659,142824445,má influencer,badbornAngel,São Paulo,Tue May 11 21:33:06 +0000 2010,hbomax,hbo max
"@DooArtt tava pensando no 007 tbm, mas n sei se vou aguentar os 45 dias pra conseguir ver duna no hbo max",2021-10-21 19:12:23,1451265123797061650,0,0,DooArtt,,Twitter for Android,pt,149,1475836122,joao,joaomwho,"São Paulo, Brasil",Sat Jun 01 22:45:46 +0000 2013,hbomax,hbo max
"@GN_GeekNation se deixarem só ""max"" ia ser ok. mas mudar pra algo completamente novo é surto kkkkk vide o role hbo… https://t.co/HyyXQdP5WH",2021-10-21 19:00:29,1451262129793904643,0,4,GN_GeekNation,,Twitter Web App,pt,2321,17094461,andalite bandit,mic_oliver,São Paulo ,Fri Oct 31 23:49:21 +0000 2008,hbomax,hbo max
Se for verdade deve ser lançado na hbo max https://t.co/lh6lWkewvh,2021-10-21 18:12:00,1451249929192624129,0,0,,,Twitter Web App,pt,1162,333567009,Gle 💉😷,astbi612,São Paulo,Mon Jul 11 18:54:21 +0000 2011,hbomax,hbo max
"Hoje a Mulher-Maravilha, uma das super-heroínas mais famosas do mundo completa 80 anos!

Para celebrar a data, a HB… https://t.co/0sk45JoUjd",2021-10-21 17:41:25,1451242231105560579,0,5,,,Twitter for Android,pt,6991,1146281898232164354,Portal das Guria,portaldasguria,"São Paulo, Brasil",Wed Jul 03 04:57:56 +0000 2019,hbomax,hbo max
"Prime Vídeo tem uns filmes mais antigos. 
HBO max tem bons lançamentos. 
Aí os outros querem colocar aluguel?
Isso é locadora?",2021-10-23 08:57:28,1451835152812883968,0,0,,,Twitter for Android,pt,463,965073674545106947,Vini,Heyviniciuskock,"São Paulo, Brasil",Sun Feb 18 04:01:09 +0000 2018,hbomax,hbo max
"Continuação de ""Duna"" não depende apenas de boa bilheteria. Vai pesar impacto potencial para a WarnerMedia - leia-s… https://t.co/UpeiBXaxZk",2021-10-23 06:20:11,1451795570885017600,0,1,,,Twitter Web App,pt,224,44708048,Celbi Pegoraro,celbipegoraro,São Paulo - Brasil,Thu Jun 04 20:13:49 +0000 2009,hbomax,hbo max
eu com certeza irei assistir de novo e assim que sair na HBO Max do BR vou assistir mais uma vez,2021-10-23 03:46:02,1451756774655156227,0,0,gabsinhere,,Twitter Web App,pt,196,164084968,g,gabsinhere,"São Bernardo do Campo, SP",Thu Jul 08 00:47:55 +0000 2010,hbomax,hbo max
@pfvrnaomeache Não vai se arrepender. A química de Jean Smart e Hannah Einbinder é perfeita. Só nesses clips que vo… https://t.co/PIEApRw6QV,2021-10-23 03:42:01,1451755763886612482,0,1,pfvrnaomeache,,Twitter for iPhone,pt,629,106175107,Rob  😇😈,robcanario,São Paulo.Brazil,Mon Jan 18 18:50:56 +0000 2010,hbomax,hbo max
"@d_sous2 Caraca nem sabia que tinha hbo max, vou ver depois",2021-10-23 03:38:05,1451754774743949314,0,1,d_sous2,,Twitter for Android,pt,490,1047583303849656320,Pedro :D 🇪🇪 (26/45),Pedroo17br,"São Paulo, Brasil",Wed Oct 03 20:24:57 +0000 2018,hbomax,hbo max
"@Fwrrreira eh no hbo max irmão 

no piratinha vai cantar",2021-10-23 02:39:31,1451740038212079620,0,2,Fwrrreira,,Twitter for Android,pt,414,756233545832656897,Vitorˢᶜᶜᵖ (41/45),vxt0r,"Barueri, Brasil",Thu Jul 21 21:05:02 +0000 2016,hbomax,hbo max
Tá delicinha os desenhos que adicionaram hj na HBO Max... ✌️😗✌️,2021-10-23 02:14:01,1451733621107200001,0,0,,,Twitter Web App,pt,156,750530388,A for Aquaman: King of Atlantis 🔱,FernandaAiub,São Paulo,Sat Aug 11 03:06:37 +0000 2012,hbomax,hbo max
"Larry David de volta em ""Segura a Onda"" (Curb your Enthusiasm) na nova temporada (Season 11), que estreia dia 24 de… https://t.co/N3A0BDDjjO",2021-10-23 01:53:06,1451728353883475971,0,0,,,Twitter Web App,pt,75,788755770791882753,Revista Cine TV,TVCinemaRevista,"Guarulhos, Brasil",Wed Oct 19 14:56:44 +0000 2016,hbomax,hbo max
"@brunoformiga o jogo do palmeiras não está sendo transmitido no hbo max , houve algum problema?",2021-10-20 22:12:04,1450947953212985354,0,0,brunoformiga,,Twitter Web App,pt,28,1477831178,wesleysouza,wesleysouzasp,"São Paulo, Brasil",Sun Jun 02 17:45:29 +0000 2013,hbomax,hbo max
@HBOMaxBR cadê o jogo do palmeiras no hbo max???,2021-10-20 22:05:36,1450946327400091650,0,0,HBOMaxBR,,Twitter Web App,pt,28,1477831178,wesleysouza,wesleysouzasp,"São Paulo, Brasil",Sun Jun 02 17:45:29 +0000 2013,hbomax,hbo max
@TNTSportsBR @CearaSC @Palmeiras @TNTbr @EstadioBR @HBOMaxBR Não está passando no HBO MAX,2021-10-20 22:02:02,1450945431744167941,0,0,TNTSportsBR,,Twitter for Android,pt,28,1477831178,wesleysouza,wesleysouzasp,"São Paulo, Brasil",Sun Jun 02 17:45:29 +0000 2013,hbomax,hbo max
Bicho pq que não tem Deadwood a série no catálogo na HBO max mas tem o filme feio lá (não sei se é feio),2021-10-20 20:50:01,1450927307300999175,0,0,,,Twitter Web App,pt,996,143206128,almir pernambuquinho do século XXI,lajotinhas,"São Paulo, Brasil",Wed May 12 21:53:14 +0000 2010,hbomax,hbo max
se alguém puder me emprestar o login do globoplay pra assistir verdades secretas 2 eu agradeço e se quiser ofereço… https://t.co/ieQQXORrYu,2021-10-20 20:36:28,1450923896400662530,0,3,,,Twitter for iPhone,pt,24,1253492454814334978,𝓂 💨,fadonaosensato,"São Paulo, Brasil",Fri Apr 24 01:16:44 +0000 2020,hbomax,hbo max
Sério que a claro cobra a mais pra assistir HBO max ? N posso usar meus dados ?,2021-10-20 20:24:01,1450920761741365249,0,0,,,Twitter for iPhone,pt,117,1168694055674494983,Cami 💚,Carendeiro1914,"Sao Paulo, Brazil",Tue Sep 03 01:16:04 +0000 2019,hbomax,hbo max
"@notthatbibi Tem alguém na sua casa (netflix)  filme 
Slacher (netflix) série 
The body (hbo max)
Maligno (hbo max)… https://t.co/fhM3f8Mv5C",2021-10-20 20:07:21,1450916568435679238,0,1,notthatbibi,,Twitter for Android,pt,106,2479106225,Luke,Lukeferrr,"São Paulo, Brasil",Sat Apr 12 15:23:38 +0000 2014,hbomax,hbo max
"A série #Paraíso, que estreia nesta quinta-feira (21), mistura suspense, sobrenatural e nostalgia https://t.co/TcZYP4NJmV",2021-10-20 19:59:18,1450914544960905217,0,9,,,Hootsuite Inc.,pt,1808023,29913589,Revista ISTOÉ,RevistaISTOE,"São Paulo, SP, Brasil",Thu Apr 09 03:49:20 +0000 2009,hbomax,hbo max
Está passando pornografia no HBO Max... estão comendo o cu do United sem manteiga kkkkkkkkkkkkkkkkkkkkkkkkkkkk,2021-10-20 19:51:44,1450912638158970886,0,7,,,Twitter Web App,pt,664,1137345367492706305,Pirata de Liverpool!,gerr4rd23,"Osasco, Brasil",Sat Jun 08 13:07:21 +0000 2019,hbomax,hbo max
"#CasaDaChampions já pago a TV fechada! Agora counter que pagar mais para HBO Max? Não, obrigado !",2021-10-20 19:48:16,1450911766280605700,0,0,,,Twitter for iPhone,pt,3704,984872050518118400,josegarutti,josegarutti,"São Paulo, Brasil",Fri Apr 13 19:12:49 +0000 2018,hbomax,hbo max
Uma pena o HBO Max não possibilitar o print da imagem. Dá para pegar uns 10 frames em que o Vertonghen sai da zaga… https://t.co/knCdY6jR9K,2021-10-20 19:47:03,1450911460691959813,0,6,,,Twitter Web App,pt,2677,863951246213992448,Rafael Brayan,rafaelbrayan_,"Poá, São Paulo",Mon May 15 02:56:43 +0000 2017,hbomax,hbo max
Filme sobre Família Soprano vai ganhar série derivada na HBO Max &gt; https://t.co/YhbTh9qm8M https://t.co/nkowk3GyIQ,2021-10-21 17:40:02,1451241882881769477,1,5,,,mLabs - Gestão de Redes Sociais,pt,501752,43340817,Notícias da TV,NoticiasdaTV,"São Paulo, Brasil",Fri May 29 14:38:22 +0000 2009,hbomax,hbo max
@bianchi_min Eu prometi sair do HBO Max e não saí. Esqueci.,2021-10-21 17:34:36,1451240516344029189,0,1,bianchi_min,,Twitter for Android,pt,623,1004430894298525696,Breno Ávila,brenoaviIa,"São Paulo, Brasil",Wed Jun 06 18:32:41 +0000 2018,hbomax,hbo max
HBO Max alcança marca de 69 milhões de assinantes com ajuda da América Latina https://t.co/JfBusPpYFN,2021-10-21 17:31:02,1451239618876100621,0,28,,,canalte.ch,pt,263214,554182536,Canaltech,canaltech,"São Paulo, Brasil",Sun Apr 15 05:28:53 +0000 2012,hbomax,hbo max
"Tudo que eu queria nesse momento era que o app da HBO max, em que eu baixei as coisas pra assistir no voo, funcionasse 🤷🏻‍♀️",2021-10-21 17:30:53,1451239582532505615,0,2,,,Twitter for iPhone,pt,104,27554358,eduardinha,dudadip,"São Paulo, Brasil",Mon Mar 30 01:33:53 +0000 2009,hbomax,hbo max
"A possibilidade de uma nova produção aconteceu depois do lançamento de ‘The Many Saints of Newark’, que conta a his… https://t.co/NODcucLRAT",2021-10-21 17:22:40,1451237512895246342,0,7,,,Hootsuite Inc.,pt,1808023,29913589,Revista ISTOÉ,RevistaISTOE,"São Paulo, SP, Brasil",Thu Apr 09 03:49:20 +0000 2009,hbomax,hbo max
@HBOMaxBR @Dc_da_depressao aí HBO Max na moral quando sai o desenho da liga da justiça?,2021-10-21 17:12:48,1451235029045194756,0,0,HBOMaxBR,,Twitter Web App,pt,57,1097897107179139072,Teixeirinha,vinit_oli,"São Paulo, Brasil",Tue Feb 19 16:34:03 +0000 2019,hbomax,hbo max
@luiseduardo_jp @KfouriAndre Se posso me intrometer: o que fica caro hj são as plataformas tipo Net Claro e Sky: vc… https://t.co/YaEjh6sEfP,2021-10-21 16:42:36,1451227431482839045,0,0,luiseduardo_jp,,Twitter for iPhone,pt,1,1445835332054929412,vincent,Barbos99137875,"Sao Paulo, Brasil",Wed Oct 06 19:36:46 +0000 2021,hbomax,hbo max
@magreloefeio @Tauslol @hbomaxbr_portal @DEADLINE Não é o caso porque quem assinou HBO Max pra ver os filmes da War… https://t.co/zSCD9ygwD9,2021-10-21 16:38:28,1451226391601688583,0,0,magreloefeio,,Twitter for Android,pt,416,1072622627804602369,Guilherme Ferreira 🐊💉,Guil_Ferrera,"São Paulo, Brasil",Tue Dec 11 22:42:17 +0000 2018,hbomax,hbo max
@HBOMaxBR @favmcgrath @HBOMaxBR como eu sei quais tvs vem com o app da HBO MAX?,2021-10-21 16:26:09,1451223290601684992,0,0,HBOMaxBR,,Twitter Web App,pt,110,63582341,Bruno Nunes,bruno_nunes99,"São Paulo, Brasil",Fri Aug 07 00:14:49 +0000 2009,hbomax,hbo max
"me controlando pra não baixar Duna.
parece que o filme estreia amanhã no HBO Max lá de fora e é bastante sacanagem… https://t.co/XzFzw0LQ2u",2021-10-21 16:21:27,1451222107942268931,0,2,,,Twitter Web App,pt,236,42095516,Felipe Laprano,flaprano,Brasil (São Paulo),Sat May 23 20:53:16 +0000 2009,hbomax,hbo max
"Confira o trailer de 'King Richard: Criando Campeãs', filme estrelado por Will Smith que conta a história de Richar… https://t.co/95aEMai4Bt",2021-10-21 16:07:25,1451218574719295495,2,30,,,Twitter Web App,pt,12792,889895358322683906,HQzona ,HQzonna,"São Paulo, Brasil",Tue Jul 25 17:09:21 +0000 2017,hbomax,hbo max
"A DC está com tudo!

O showrunner da série do Lanterna Verde para o HBO Max disse que a produção será gigantesca. V… https://t.co/6sgWGiSaPp",2021-10-21 16:07:09,1451218506889015299,0,5,,,Twitter for Android,pt,91117,230769590,Tio.,tiosevero_,"São Paulo, Brasil",Sun Dec 26 16:31:06 +0000 2010,hbomax,hbo max
@leandro_vidal Vai ter na HBO Max? Eu estava querendo saber exatamente isso...,2021-10-20 19:45:41,1450911117459460109,0,1,leandro_vidal,,Twitter Web App,pt,707,16095335,Rafael Nery,NNNery,"São Paulo, Brazil",Tue Sep 02 11:32:02 +0000 2008,hbomax,hbo max
HBO max tá bugado ? Não tô conseguindo assistir o jogo do Manchester United,2021-10-20 19:34:56,1450908410434801670,0,0,,,Twitter for Android,pt,39,2877334886,ViniciusMlkZika🤙🏿,viniciusas0221,"São Paulo, SP",Sat Oct 25 21:27:36 +0000 2014,hbomax,hbo max
"do que adianta ter HBO max, para assistir a Champions, se a internet é uma porcaria",2021-10-20 19:15:15,1450903458421354504,0,1,,,Twitter for Android,pt,104,1303532272402956289,Ynahtan🇾🇪,spfcyn,"São Paulo, Brasil",Wed Sep 09 03:14:58 +0000 2020,hbomax,hbo max
"Eu tenho a sensação que todo jogo que vou assistir na merda da HBO Max, é o fraquíssimo Jorge Iggor que narra.",2021-10-20 19:14:36,1450903294637903874,0,0,,,Twitter for iPhone,pt,121,1096322010513358849,Diogo com D de Diogo 🇾🇪,odiogodefreitas,"São Paulo, Brazil ",Fri Feb 15 08:15:10 +0000 2019,hbomax,hbo max
"Assinei HBO Max, e agora tô aqui vendo a Champions, melhor aquisição",2021-10-20 18:47:37,1450896504953126924,0,0,,,Twitter for Android,pt,247,344835396,Zampieres,zampieres,Osasco,Fri Jul 29 17:21:12 +0000 2011,hbomax,hbo max
@DanyelKurosaki @VaultGW HBO MAX dps de 1 mês,2021-10-20 18:32:48,1450892776053354507,0,1,DanyelKurosaki,,Twitter for Android,pt,126,3065701198,Hezz,hezzprod,"São Paulo, Brasil",Sun Mar 01 14:02:57 +0000 2015,hbomax,hbo max
Vambora com Manchester United x Atalanta. CR7 em campo contra a líder do grupo. Jogão! Estou nessa com @vitorsergio… https://t.co/JIXPQ6A5cd,2021-10-20 18:29:54,1450892045074280453,2,65,,,Twitter for Android,pt,156983,40135517,Jorge Iggor,jorgeiggor,São Paulo,Fri May 15 00:56:08 +0000 2009,hbomax,hbo max
"O homem joga!

Já já United x Atalanta. TNT e HBO Max. Estaremos juntos. https://t.co/vJ0EyMfsQU",2021-10-20 18:22:47,1450890255213674499,1,45,,,Twitter for Android,pt,156983,40135517,Jorge Iggor,jorgeiggor,São Paulo,Fri May 15 00:56:08 +0000 2009,hbomax,hbo max
@whostsars @portimiley Que hbo max kkkkkkk é no star+ porém ainda não lançou no BR. Mas vc acha nos drives da vida,2021-10-20 17:29:33,1450876858485067780,0,0,whostsars,,Twitter for Android,pt,4770,625060073,"Love, Mat 🔪",AmigoDaMiley,"São Paulo, Brasil",Mon Jul 02 22:43:45 +0000 2012,hbomax,hbo max
"Esse delay do HBO Max é foda as vezes, o jogo tá quase 1 minuto atrasado",2021-10-20 17:27:40,1450876385447321608,0,0,,,Twitter for Android,pt,994,770424074690564096,Jefferson ˢᵖᶠᶜ 🎀🌈🇾🇪 📺 Demon Slayer (10/26),jeffcarlos2001J,"Carapicuíba, Brasil",Tue Aug 30 00:53:08 +0000 2016,hbomax,hbo max
"@tchulim Netflix, Amazon, Globoplay, (Disney, Star+) desconto por level no mercado livre, Paramount+ (por assinar a… https://t.co/V4axW6hKEp",2021-10-20 17:18:45,1450874140630654980,0,0,tchulim,,Twitter for Android,pt,1528,51491564,Danilo 🇾🇪,daniloexe,"São Paulo, Brasil",Sat Jun 27 17:04:14 +0000 2009,hbomax,hbo max
"gente, tem como ver os jogos da hbo max ao vivo pelo ps4?",2021-10-20 17:18:04,1450873967896584196,0,0,,,Twitter for Android,pt,286,3388185323,pedroca,pedrocadeoz,"Osasco, Brasil",Wed Jul 22 23:08:00 +0000 2015,hbomax,hbo max
"@pepeduarte_15 @mbrito721 @rx7edar @WeAreManUtdBR Até 2019 eu pagava mais de 130 Reais na Vivo TV, sem espn sem pre… https://t.co/UKE3ae0RpH",2021-10-20 17:11:28,1450872307413565447,0,1,pepeduarte_15,,Twitter for Android,pt,8,1249128049624440832,GUSTAVO 77 ˢᶜᶜᵖ,GustaMoraes03,"São Paulo, Brasil",Sun Apr 12 00:12:04 +0000 2020,hbomax,hbo max
Até hoje não consigo entender o pq do Fire TV não ter HBO Max,2021-10-20 17:05:53,1450870901025775618,0,1,,,Twitter for iPhone,pt,205,121243197,Henrique do Carmo,henridocarmo,"São Paulo, Brasil",Mon Mar 08 22:19:23 +0000 2010,hbomax,hbo max
"No começo da carreira, em 1995, o roteirista Bill Lawrence deixou uma marca na comédia famosa

https://t.co/c60Z0uCvic",2021-10-20 17:02:02,1450869932607086598,0,0,,,Observatório de Séries,pt,111,1033826954745729025,Observatório de Séries,obsdeseries,"São Paulo, Brasil",Sun Aug 26 21:22:08 +0000 2018,hbomax,hbo max
"Últimas: HBO Max apresenta a estreia de ""Cry Macho: O Caminho para Redenção"" https://t.co/UJ2kFOZgUQ",2021-10-20 16:47:19,1450866230089428992,0,0,,,TV Magazine,pt,6523,23112802,TV Magazine,tvmagazine,São Paulo,Fri Mar 06 20:20:10 +0000 2009,hbomax,hbo max
"spotify, netflix, amazon prime, hbo max, globoplay, disney+, sky, vivo 
e pensando bem, acho que usamos todos https://t.co/ObvWxmDar0",2021-10-20 16:35:23,1450863225373970433,0,0,,,Twitter for Android,pt,322,44726232,"Adênia Chloe, envolvida com mp3",hei_gabs,São Paulo.,Thu Jun 04 21:16:38 +0000 2009,hbomax,hbo max
Só consigo baixar got com legenda em espanhol. Qual a fita dessa merda de HBO Max de merda,2021-10-20 16:26:31,1450860996650749960,0,0,,,Twitter for iPhone,pt,1106,210109777,L.,_Luizsb98,"São Paulo, Brasil",Sat Oct 30 16:02:22 +0000 2010,hbomax,hbo max
Últimas: TNT e HBO Max transmitem novas partidas do Brasileirão https://t.co/PFjTQJm29K,2021-10-20 16:22:08,1450859892273778696,0,0,,,TV Magazine,pt,6523,23112802,TV Magazine,tvmagazine,São Paulo,Fri Mar 06 20:20:10 +0000 2009,hbomax,hbo max
#MilColmillos é primeira série Max Original produzida na Colômbia https://t.co/l4AX6Qk0G6,2021-10-20 15:48:05,1450851320626286598,0,4,,,Hootsuite Inc.,pt,1808023,29913589,Revista ISTOÉ,RevistaISTOE,"São Paulo, SP, Brasil",Thu Apr 09 03:49:20 +0000 2009,hbomax,hbo max
"@ElVizzin @meuplaystation Tá sim, já liberaram o HBO Max não?",2021-10-21 15:56:58,1451215944337010690,0,0,ElVizzin,,Twitter for Android,pt,19,1382897963391934468,Kauã C.🇾🇪ˢᵖᶠᶜ,KauaCervigni,"Osasco, Brasil",Fri Apr 16 03:25:53 +0000 2021,hbomax,hbo max
"@Miles_Morales4 @HBOMaxBR @Bernardofortun2 Por que a taxa do HBO Max brasil é bem abaixo do americano, nós pagamos… https://t.co/Ti3j1FIP64",2021-10-21 15:54:50,1451215411224195083,0,0,Miles_Morales4,,Twitter for Android,pt,21,1162132213762330626,bleer,MuriloO55277245,"São Paulo, Brasil",Thu Aug 15 22:41:25 +0000 2019,hbomax,hbo max
@NicoleFroio hbo max Brasil tem ele no catalogo,2021-10-21 15:45:23,1451213033091518464,0,1,NicoleFroio,,Twitter Web App,pt,225,115586415,Ana,AnnaWings,"São Paulo, Brasil",Fri Feb 19 05:21:52 +0000 2010,hbomax,hbo max
Assinei HBO max tb pra ver como é e percebi que a vida do globoplay tá muito mais fácil do que eu imaginei. Essas p… https://t.co/Hcv83XoRED,2021-10-21 15:34:28,1451210285583319046,0,0,esmn99br,,Twitter for Android,pt,406,3035691419,эℓเลร,esmn99br,"São Paulo, Brasil",Sat Feb 14 00:00:26 +0000 2015,hbomax,hbo max
"Eu sempre ouvi mto bem sobre Sopranos, então quando assinei o HBO Max fui assistir. 

Achei legal, mas não tudo isso.",2021-10-21 15:27:47,1451208603331923968,0,1,,,TweetDeck,pt,1247,15853185,Kazzmania,kazzulo,São Paulo/SP - Brasil,Thu Aug 14 17:36:20 +0000 2008,hbomax,hbo max
"@ChalametBRA Chocado, achei q por ser um grande filme fosse demorar mais a entrar na HBO MAX… obrigado!",2021-10-21 15:16:45,1451205825784131592,0,0,ChalametBRA,,Twitter for iPhone,pt,33,1320405145210015744,marca de talheres da rihanna,fentyspoom,"São Paulo, Brasil",Sun Oct 25 16:42:31 +0000 2020,hbomax,hbo max
@lsfonseca__ Os caras que narram os jogos da HBO Max e TNT na Champions são os melhores atualmente,2021-10-21 15:15:47,1451205580610232320,0,1,lsfonseca__,,Twitter for iPhone,pt,218,1248641764866641920,Vitazí,talveslim,"Santo André, Brasil",Fri Apr 10 15:59:39 +0000 2020,hbomax,hbo max
"@Dc_da_depressao A 3° incrivelmente eu achei a melhor temporada, acho q pelo HBO Max tomar as rédeas da produção a… https://t.co/M96VAwHar4",2021-10-21 15:10:28,1451204244334317568,0,2,Dc_da_depressao,,Twitter for iPhone,pt,181,1096880100153454592,lucas,BarlekoParker,"São Paulo, Brasil",Sat Feb 16 21:12:49 +0000 2019,hbomax,hbo max
"$T
-&gt; 12,5 milhões novos assinantes ao redor do mundo para as suas plataformas da HBO e HBO Max.
Total de assinante… https://t.co/JZuFSlf2v8",2021-10-21 15:01:17,1451201931620143112,1,2,GianniniAntonyo,,Twitter Web App,pt,222,4874458491,Antonyo G Giannini,GianniniAntonyo,"São Paulo, SP",Wed Feb 03 18:24:49 +0000 2016,hbomax,hbo max
"*Avenue Intelligence – AT&amp;T ($T)*

(1/5) A AT&amp;T, maior empresa de telecomunicações do mundo, divulgou números acima… https://t.co/oidGHjB399",2021-10-21 15:01:16,1451201927752998912,1,19,,,Twitter Web App,pt,222,4874458491,Antonyo G Giannini,GianniniAntonyo,"São Paulo, SP",Wed Feb 03 18:24:49 +0000 2016,hbomax,hbo max
